Offizieller_Name;streetAddress;postalCode;addressLocality;Telefon;Email;Fax;Internet;Handelsregister;Rechtsform;Hauptsitz;Firmengründung;Inhaber;Geschäftsführung;Branche;Unternehmensgegendstand;Umsatzsteuer-Id;Mitarbeiter;Stammkapital
Tennisclub Rot-Weiss Dillingen e.V.;Am Haienbach;66763;Dillingen;+49 (06831) 73808;info@tc-dillingen.net;n/a;www.tc-dillingen.net;n/a;e.V.: Eingetragener Verein;Dillingen;n/a;n/a;n/a;Sportvereine und Sportverbände;n/a;n/a;n/a;n/a
Tierschutzverein Untere Saar e.V.;Bruchweg 55;66763;Dillingen;+49 (06831) 71552;mail@tierheim-dillingen.de;n/a;www.tierheim-dillingen.de;n/a;e.V.: Eingetragener Verein;Dillingen;n/a;n/a;n/a;Sonstige Interessenvertretungen und Vereine;n/a;n/a;n/a;n/a
W+ST Wirtschaftsprüfung AG + Co. KG Wirtschaftsprüfungsgesellschaft;Münchener Strasse 1;66763;Dillingen;n/a;n/a;n/a;n/a;HRA 10511, Amtsgericht Saarbrücken;KG: Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;Wirtschaftsprüfer und Wirtschaftsprüfungsgesellschaften;n/a;n/a;n/a;n/a
ara-medien UG (haftungsbeschränkt);Litermontstrasse 4;66763;Dillingen;n/a;n/a;n/a;n/a;HRB 17687, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
ARANA Immobilien Management GmbH;Paulinenstrasse 23;66763;Dillingen;+49 (06831) 701204;n/a;+49 (06831) 701215;n/a;HRB 25936, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Immobilien-Verwaltung für Dritte;n/a;n/a;n/a;n/a
BVT Bellmann Versorgungstechnik GmbH;Röntgenstrasse 6;66763;Dillingen;+49 (06831) 98390;info@bvt-gruppe.de;+49 (06831) 9839199;www.bvt-gruppe.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
CHEMEGRA chemische und mechanische Granulatverarbeitung GmbH + Co. KG;Primsstrasse 35;66763;Dillingen;+49 (06831) 703911;n/a;+49 (06831) 702816;n/a;HRA 21731, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Dillingen (Ortsteil Diefflen);n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
CHOP Fashion Textil-Vertriebs GmbH;Weinligstrasse 36;66763;Dillingen;+49 (06831) 94890;n/a;+49 (06831) 948979;n/a;HRB 25796, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Einzelhandel mit Bekleidung und Bekleidungszubehör;n/a;n/a;n/a;n/a
DE Dillinger Edelstahlverarbeitung GmbH;Franz-Meguin-Strasse 20;66763;Dillingen;+49 (06831) 70030;n/a;+49 (06831) 7003260;n/a;HRB 15192, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Herstellung von sonstigen Metallwaren, a.n.g.;n/a;n/a;n/a;n/a
DHS-Dillinger Hütte Saarstahl AG;Werkstrasse 1;66763;Dillingen;+49 (06831) 470;n/a;+49 (06831) 472212;n/a;HRB 24874, Amtsgericht Saarbrücken;AG: Aktiengesellschaft;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
DKS Dillinger Korrosionsschutz GmbH;Betriebsgelände der Dillinger Hütte;66763;Dillingen;+49 (06831) 8901385;n/a;+49 (06831) 8901386;n/a;HRB 14567, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Maler und Lackierer;n/a;n/a;n/a;n/a
DMV Steuerberatungsgesellschaft mbH;Münchener Strasse 1;66763;Dillingen;+49 (06831) 7620;n/a;+49 (06831) 73040;n/a;HRB 24418, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Steuerberater und Steuerberatungsgesellschaften;n/a;n/a;n/a;n/a
Dräger Transportvermittlung und Logistikberatung GmbH;Industriestrasse 15;66763;Dillingen;+49 (06831) 78936;n/a;+49 (06831) 73037;n/a;HRB 24989, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Speditionen;n/a;n/a;n/a;n/a
Gemeinnützige Trägergesellschaft Katholische Kindertageseinrichtungen mbH;Dieselstrasse 3;66763;Dillingen;+49 (06831) 966960;geschaeftsstelle@kita-saar.de;+49 (06831) 9669630;www.kita-saar.de;n/a;n/a;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
GLOBUS Fleisch-Import Geschäftsführungs-GmbH;Lindenstrasse (Schlachthof);66763;Dillingen;+49 (06831) 90930;globus-fleisch-import@web.de;+49 (06831) 909340;n/a;HRB 14143, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
GmB - Gesellschaft für medizinische Beratung mbH;Werkstrasse 1;66763;Dillingen;+49 (06831) 769910;n/a;+49 (06831) 7699140;n/a;HRB 26087, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Sonstiges Gesundheitswesen, wie Ernährungsberatung, Logopäden, Ergotherapie etc.;n/a;n/a;n/a;n/a
GVV St. Andreas Geschäftsführungsgesellschaft mbH;Münchener Strasse 1;66763;Dillingen;+49 (06507) 93870;n/a;+49 (06507) 9387150;n/a;HRB 4690, Amtsgericht Wittlich;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
GWB Ganzheitliche Wirtschafts Beratung GmbH;Frankfurter Strasse 35;66763;Dillingen;+49 (06831) 73666;n/a;+49 (06831) 703600;n/a;HRB 25986, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
HARTech Hart KG;Friedrich-Ebert-Strasse 40;66763;Dillingen;+49 (06831) 707963;info@hartech.de;+49 (06831) 707941;www.hartech.de;n/a;KG: Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Holzhandlung Marian GmbH;Bruchweg 14;66763;Dillingen;+49 (06831) 707714;n/a;n/a;n/a;HRB 25467, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;n/a;n/a;DE811624785;n/a;n/a
Immobilienfonds Olivaer Platz Geschäftsführungsgesellschaft mbH;Münchener Strasse 1;66763;Dillingen;+49 (06831) 7620;n/a;+49 (06831) 73040;n/a;HRB 8912, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Nachrichtenübermittlung;n/a;n/a;n/a;n/a
I + V GmbH;Odilienplatz 7;66763;Dillingen;+49 (06834) 70200;n/a;+49 (06834) 70208;n/a;HRB 23928, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Parfümerien, Drogerien und Drogeriemärkte;n/a;n/a;n/a;n/a
Malerbetrieb M.Klein GmbH;Dieselstrasse 8;66763;Dillingen;+49 (06831) 97820;n/a;+49 (06831) 978230;n/a;HRB 25797, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Maler und Lackierer;n/a;n/a;n/a;n/a
Morreale-Reisen-GmbH;Stummstrasse 2;66763;Dillingen;+49 (06831) 8901980;n/a;+49 (06831) 89019878;n/a;HRB 14425, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Busunternehmen;n/a;n/a;n/a;n/a
Motorrad Klein GmbH;Pachtener Strasse 32;66763;Dillingen;+49 (06831) 73140;n/a;n/a;n/a;HRB 23842, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;n/a;n/a;DE137867493;n/a;n/a
Otmar Falk GmbH + Co. KG;Friedrichstrasse 11;66763;Dillingen;+49 (06831) 73585;info@falk-elektroinstallation.de;+49 (06831) 702529;www.falk-elektroinstallation.de;n/a;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Reise-Meilchen - Inhaber: Peter Meilchen;Hüttenwerkstrasse 52;66763;Dillingen;+49 (06831) 90800;reise-meilchen@t-online.de;+49 (06831) 908050;n/a;n/a;n/a;Dillingen;n/a;Peter Meilchen;n/a;Reisebüros und Reiseveranstalter;n/a;n/a;n/a;n/a
Ro.Sch-Service e.K.;Weinligstrasse 37;66763;Dillingen;n/a;n/a;n/a;n/a;HRA 10765, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
R + R Immobilien Ruppenthal GmbH;Magnolienweg 38;66763;Dillingen;+49 (06831) 72717;n/a;+49 (06831) 72738;n/a;HRB 25959, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Immobilien-Vermittlung für Dritte;n/a;n/a;n/a;n/a
SMTC Gesellschaft für innovative Verbundwerkstoffe mbH;Odilienplatz 10;66763;Dillingen;+49 (06831) 768440;smtc@industrie-fr.de;+49 (06831) 768415;www.industrie-fr.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Textilien Klein GmbH;Stummstrasse 37;66763;Dillingen;+49 (06831) 71224;n/a;+49 (06831) 71224;n/a;HRB 14473, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Einzelhandel mit Textilien (Haushaltstextilien, Heimtextilien, Kurzwaren, Schneidereibedarf, Handarbeiten und Stoffe);n/a;n/a;n/a;n/a
TLD GmbH;Hüttenwerkstrasse 7;66763;Dillingen;+49 (06831) 71326;n/a;+49 (06831) 703042;n/a;HRB 23302, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Einzelhandel mit Bekleidung und Bekleidungszubehör;n/a;n/a;n/a;n/a
Traumfabrik Klein UG (haftungsbeschränkt) Braut, Frisur und Floristik;Hüttenwerkstrasse 30;66763;Dillingen;n/a;n/a;n/a;n/a;HRB 18205, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
UC Umwelt Services GmbH;Dieselstrasse 8;66763;Dillingen;+49 (06831) 768820;a.hautz@ucgmbh.de;+49 (06831) 7688255;www.ucgmbh.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
W+H Holding GmbH;Primsstrasse 35;66763;Dillingen;+49 (06831) 986100;n/a;+49 (06831) 9861020;n/a;HRB 15672, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen (Ortsteil Diefflen);n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
W.O.S. GmbH;Saarlouiser Strasse 20;66763;Dillingen;+49 (06831) 8901446;n/a;+49 (06831) 8901443;n/a;HRB 15338, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Klempnerei, Gasinstallation, Wasserinstallation, Heizungsinstallation und Lüftungsinstallation;n/a;n/a;n/a;n/a
Zewe GmbH;Industriestrasse 7;66763;Dillingen;+49 (06831) 761302;info@zewe-dillingen.de;+49 (06831) 761320;www.zewe-dillingen.de;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Ziegler Geschäftsführungsgesellschaft mbH;Merziger Strasse 68;66763;Dillingen;+49 (06831) 768890;n/a;+49 (06831) 7688920;n/a;HRB 12775, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
China Restaurant Xi Yue UG (haftungsbeschränkt) + Co. KG;Marktstrasse 11;66763;Dillingen;n/a;n/a;n/a;n/a;HRA 10619, Amtsgericht Saarbrücken;KG: Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;Restaurants;n/a;n/a;n/a;n/a
Franz-Josef Graf GmbH Handelsvertretungen;Primsstrasse 50a;66763;Dillingen;+49 (06831) 79302;hv-graf@t-online.de;+49 (06831) 761260;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen (Ortsteil Diefflen);n/a;n/a;n/a;Handelsvermittlung von Nahrungsmitteln, Getränken und Tabakwaren;n/a;n/a;n/a;n/a
Franz Wiater GmbH;Düppenweilerstrasse 81;66763;Dillingen;+49 (06831) 702998;franzwiatergmbh@aol.com;+49 (06831) 9665187;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen (Ortsteil Diefflen);n/a;n/a;n/a;Schlosserei und Schweisserei;n/a;n/a;n/a;n/a
Holzhandel Marian GmbH;Bruchweg 14;66763;Dillingen;+49 (06831) 707714;mariangmbh@aol.com;+49 (06831) 707594;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Einzelhandel mit Baubedarf und Heimwerkerbedarf, Baumärkte;n/a;n/a;n/a;n/a
Kuhn Hausgeräte GmbH;Kelkelstrasse 9;66763;Dillingen;+49 (06831) 707786;hausgeraete-kuhn@aol.com;+49 (06831) 707746;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Einzelhandel mit elektrischen Haushaltsgeräten;n/a;n/a;n/a;n/a
Mess- und Regeltechnik Verwaltungs GmbH;Dieselstrasse 52-54;66763;Dillingen;+49 (06831) 90950;ckerdillingen@t-online.de;+49 (06831) 909525;n/a;HRB 26108, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
M+S Entsorgung GmbH;Dieffler Strasse oN;66763;Dillingen;+49 (06831) 90890;msentsorgung@hotmail.com;+49 (06831) 908920;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Kläranlagen;n/a;n/a;n/a;n/a
Peter Schu Beteiligungs- + Geschäftsführungsgesellschaft mbH;Am Schlachthof;66763;Dillingen;+49 (06831) 77037;n/a;+49 (06831) 702290;n/a;HRB 16039, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
PINTOR Druck und Verlagsgesellschaft mbH;Berliner Strasse 5;66763;Dillingen;+49 (06831) 74677;pintor@t-online.de;+49 (06831) 74699;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Drucken anderer Druckerzeugnisse;n/a;n/a;n/a;n/a
ROGESA Beteiligungsgesellschaft mbH;Werkstrasse 1;66763;Dillingen;+49 (06831) 470;n/a;+49 (06831) 472212;n/a;HRB 11122, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
S.T.A.A.B + Hiry GmbH;Nordallee 68;66763;Dillingen;n/a;n/a;n/a;n/a;HRB 100675, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;2012;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Summa Stahl- + Maschinen Montagen-Anlagenbau Handelsgesellschaft mbH;Dieselstrasse 10;66763;Dillingen;+49 (06831) 706071;summa.stako@t-online.de;+49 (06831) 706073;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Grosshandel mit sonstigen Maschinen, Ausrüstungen und Zubehör (ohne Landmaschinen);n/a;n/a;n/a;n/a
Volksbank Dillingen eG;Am Markt 35;66763;Dillingen;+49 (06831) 9070;volksbank-dillingen@t-online.de;+49 (06831) 907150;n/a;n/a;eG: Eingetragene Genossenschaft (auch e.G.);Dillingen;n/a;n/a;n/a;Genossenschaftsbanken (Volksbanken);n/a;n/a;n/a;n/a
Werner Dräger - Inhaber: Markus Dräger e.K.;Industriestrasse 15;66763;Dillingen;+49 (06831) 78936;n/a;+49 (06831) 73037;n/a;n/a;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Dillingen;n/a;Markus Dräger;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;n/a
Wollschläger Verwaltungsgesellschaft mbH;Dieselstrasse 15;66763;Dillingen;+49 (06831) 70020;n/a;+49 (06831) 7002109;n/a;HRB 12602, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
W + ST Wirtschaftsprüfung AG + Co. KG Wirtschaftprüfungsgesellschaft;Münchener Strasse 1;66763;Dillingen;n/a;kontakt@rulwpg.de;n/a;www.rulwpg.de;n/a;AG + Co. KG: Aktiengesellschaft und Compagnie Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;Wirtschaftsprüfer und Wirtschaftsprüfungsgesellschaften;n/a;n/a;n/a;n/a
1. Dillinger Projekt GmbH;Werkstrasse 1;66763;Dillingen;+49 (06831) 470;n/a;n/a;n/a;HRB 13927, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Ingenieurbüros für bautechnische Gesamtplanung;n/a;n/a;n/a;n/a
A-D Bau GmbH;Merziger Strasse 9;66763;Dillingen;+49 (06831) 7685886;n/a;n/a;n/a;HRB 15941, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Isolierung gegen Kälte, Wärme, Schall und Erschütterung;n/a;n/a;n/a;n/a
Alfred Klein GmbH Elektroinstallationen;Johannesstrasse 13;66763;Dillingen;+49 (06831) 73206;n/a;+49 (06831) 704442;n/a;HRB 24410, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Elektroinstallation;n/a;n/a;n/a;n/a
Bertram Hector GmbH;Bruchweg 12;66763;Dillingen;+49 (06831) 71086;n/a;+49 (06831) 707802;n/a;HRB 23359, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Bestattungsinstitute, Bestatter;n/a;n/a;n/a;n/a
B.G.S. Vermögensverwaltungen GmbH;Münchener Strasse 1;66763;Dillingen;+49 (0681) 93679 0;n/a;n/a;n/a;HRB 5321, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Öffentliche Verwaltung;n/a;n/a;n/a;n/a
BMS Geschäftsführungsgesellschaft mbH;Hemmersdorfer Strasse 14;66763;Dillingen;+49 (06831) 97320;n/a;n/a;n/a;HRB 23412, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Brüder Mannesmann GmbH;Münchener Strasse 1;66763;Dillingen;+49 (06831) 7620;n/a;n/a;n/a;HRB 25755, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Handelsvermittlung von Werkzeugen;n/a;n/a;n/a;n/a
CARAT Unternehmensberatung GmbH;Merziger Strasse 82;66763;Dillingen;n/a;n/a;n/a;n/a;HRB 865, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;2003;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
Chiparo-Ehre GmbH Bauunternehmung;In Nempen 1;66763;Dillingen;+49 (06831) 77222;n/a;+49 (06831) 707507;n/a;HRB 25405, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt;n/a;n/a;n/a;n/a
Die Dillinger Buchhandlung - Inhaber: Christine Hoen;Herrenstrasse 22;66763;Dillingen;+49 (06831) 703929;n/a;+49 (06831) 70392068;n/a;n/a;n/a;Dillingen;n/a;Christine Hoen;n/a;Einzelhandel mit Büchern und Fachzeitschriften;n/a;n/a;n/a;n/a
GEM Elektromontagen Graber GmbH;Mannheimer Strasse 13;66763;Dillingen;+49 (06831) 966870;n/a;+49 (06831) 9668766;n/a;HRB 13993, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Elektroinstallation;n/a;n/a;n/a;n/a
Gleser Ingenieurgesellschaft mbH;Stummstrasse 1;66763;Dillingen;+49 (06831) 98780;n/a;n/a;n/a;HRB 13061, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Architekturbüros/Architekten, Ingenieurbüros/Ingenieure;n/a;n/a;n/a;n/a
Immobilien-Finanz-Dienst GmbH + Co. KG;Trierer Strasse 42a;66763;Dillingen;+49 (06831) 972366;n/a;+49 (06831) 972368;n/a;HRA 9820, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;Immobilien-Vermittlung für Dritte;n/a;n/a;n/a;n/a
Juweliergeschäft Ursula Becksmann-Willms - Inhaber: Heinz Jentner;Kelkelstrasse 39;66763;Dillingen;+49 (06831) 73514;n/a;+49 (06831) 707415;n/a;n/a;n/a;Dillingen;n/a;Heinz Jentner;n/a;Einzelhandel mit Uhren und Schmuck, Juweliere;n/a;n/a;n/a;n/a
Mischa Schaeffer Immobiliengesellschaft GmbH + Co. KG;An der B 51;66763;Dillingen;+49 (06835) 93604;n/a;n/a;n/a;HRA 9872, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;Verwaltung, Vermietung und Verpachtung von Immobilien;n/a;n/a;n/a;n/a
M + M Immobiliengesellschaft mbH;Hüttenwerkstrasse 16;66763;Dillingen;+49 (06831) 704499;n/a;+49 (06831) 704499;n/a;HRB 25130, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Kauf und Verkauf von eigenen Immobilien;n/a;n/a;n/a;n/a
Möbel-N.G. EU GmbH;An der B 51;66763;Dillingen;+49 (06831) 7630;n/a;n/a;n/a;HRB 26115, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Einzelhandel mit Möbeln, Möbelhäuser;n/a;n/a;n/a;n/a
Moracer Lebensmittelhandels GmbH;Lindenstrasse 3-5;66763;Dillingen;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Grosshandel mit Nahrungsmitteln, a.n.g.;n/a;n/a;n/a;n/a
Müller Haus GmbH + Co. KG;Merziger Strasse;66763;Dillingen;+49 (06831) 4870794;n/a;n/a;n/a;HRA 9541, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Dillingen;n/a;n/a;n/a;Kauf und Verkauf von eigenen Immobilien;n/a;n/a;n/a;n/a
Müller Haus Geschäftsführungs GmbH;Merziger Strasse;66763;Dillingen;+49 (06831) 7630;n/a;n/a;n/a;HRB 14753, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
Pachtener Apotheke - Inhaber: Gabriele Celette;Nachtsheimstrasse 2;66763;Dillingen;+49 (06831) 73309;n/a;+49 (06831) 79707;n/a;n/a;n/a;Dillingen;n/a;Gabriele Celette;n/a;Apotheken;n/a;n/a;n/a;n/a
PPS Immobiliengesellschaft mbH;Industriestrasse 9;66763;Dillingen;+49 (06831) 959580;n/a;+49 (06831) 95958350;n/a;HRB 13145, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Immobilien-Verwaltung für Dritte;n/a;n/a;n/a;n/a
SHS - Stahl-Holding-Saar GmbH + Co. KGaA;Werkstrasse 1;66763;Dillingen;+49 (06831) 470;n/a;n/a;n/a;HRB 26590, Amtsgericht Saarbrücken;GmbH + Co. KGaA: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft auf Aktien;Dillingen;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
SHS Versicherungskontor GmbH;Werkstrasse 1;66763;Dillingen;+49 (06831) 470;n/a;n/a;n/a;HRB 25322, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Versicherungsmakler;n/a;n/a;n/a;n/a
SOFTMAKERS Ltd.;In der Schlung 56;66763;Dillingen;n/a;n/a;n/a;n/a;HRB 16522, Amtsgericht Saarbrücken;Ltd.: Limited;Dillingen;n/a;n/a;Dr. Reuter, François, Dillingen;n/a;n/a;n/a;n/a;n/a
Sound Gaststätten-Betriebsgesellschaft mbH;Stummstrasse 1-3;66763;Dillingen;+49 (06831) 74745;n/a;n/a;n/a;HRB 25912, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Gasthöfe;n/a;n/a;n/a;n/a
TDG Taxi Dillingen GmbH;Ecke-Saar-Gathmannstrasse;66783;Dillingen;+49 (06831) 7614266;n/a;+49 (06831) 704971;n/a;HRB 23389, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Taxis, Chauffeur- und Limousinenservice;n/a;n/a;n/a;n/a
TEFI GmbH;Dieselstrasse 20;66763;Dillingen;+49 (06831) 76810;n/a;n/a;n/a;HRB 15821, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Dillingen;n/a;n/a;n/a;Börsenmakler, Vermittlung und Verwaltung von Aktien, Investments und Fondsprodukten;n/a;n/a;n/a;n/a
