,company_name,rating,reviews,salaries,jobs,location,size,industry,description
218,Öffentlicher-Dienst,3.6,"{'url': '/Reviews/%C3%96ffentlicher-Dienst-Reviews-E4334421.htm', 'count': '54'}","{'url': '/Salary/%C3%96ffentlicher-Dienst-Salaries-E4334421.htm', 'count': '--'}","{'url': '/Jobs/%C3%96ffentlicher-Dienst-Jobs-E4334421.htm', 'count': '--'}",Saarland,1001 to 5000 Employees,N/A,
219,Der Holzwurm,5.0,"{'url': '/Reviews/Der-Holzwurm-Reviews-E2894244.htm', 'count': '1'}","{'url': '/Salary/Der-Holzwurm-Salaries-E2894244.htm', 'count': '--'}","{'url': '/Jobs/Der-Holzwurm-Jobs-E2894244.htm', 'count': '3'}",Saarland,Unknown,N/A,
220,Dirk Rossmann GmbH,4.2,"{'url': '/Reviews/Dirk-Rossmann-GmbH-Reviews-E934526.htm', 'count': '256'}","{'url': '/Salary/Dirk-Rossmann-GmbH-Salaries-E934526.htm', 'count': '6'}","{'url': '/Jobs/Dirk-Rossmann-GmbH-Jobs-E934526.htm', 'count': '2.6K'}",Saarland,10000+ Employees,Drug & Health Stores,
221,prego services,3.9,"{'url': '/Reviews/prego-services-Reviews-E1119215.htm', 'count': '5'}","{'url': '/Salary/prego-services-Salaries-E1119215.htm', 'count': '--'}","{'url': '/Jobs/prego-services-Jobs-E1119215.htm', 'count': '49'}",Saarland,501 to 1000 Employees,N/A,
222,Buhl Data Service,4.4,"{'url': '/Reviews/Buhl-Data-Service-Reviews-E988389.htm', 'count': '8'}","{'url': '/Salary/Buhl-Data-Service-Salaries-E988389.htm', 'count': '--'}","{'url': '/Jobs/Buhl-Data-Service-Jobs-E988389.htm', 'count': '40'}",Saarland,201 to 500 Employees,N/A,
223,Edeka,3.4,"{'url': '/Reviews/Edeka-Reviews-E10630.htm', 'count': '912'}","{'url': '/Salary/Edeka-Salaries-E10630.htm', 'count': '7'}","{'url': '/Jobs/Edeka-Jobs-E10630.htm', 'count': '5K'}",Saarland,10000+ Employees,Food & Beverage Stores,"Edeka Zentrale is Germany's largest grocery retailer and wholesaler with more than 15,000 outlets; largely independent retailers supplied by its own regional food wholesalers. Locked in a battle for market share in Germany with its larger rivals, including METRO AG and REWE, Edeka has has exited foreign markets, including Austria, and sold stores and other assets. Its grocery stores operate under the Netto, E Aktiv Markt, and E Center banners, among others. The German grocer also operates drugstores, several food-processing and wine operations, a publishing house, and a banking subsidiary. In 2011 Edeka acquired Ratio Trading Group, which operates retail outlets in the Lower Saxony and Ruhr area."
224,Consistec,3.6,"{'url': '/Reviews/Consistec-Reviews-E699913.htm', 'count': '5'}","{'url': '/Salary/Consistec-Salaries-E699913.htm', 'count': '--'}","{'url': '/Jobs/Consistec-Jobs-E699913.htm', 'count': '7'}",Saarland,1 to 50 Employees,Enterprise Software & Network Solutions,
225,Kantar,3.7,"{'url': '/Reviews/Kantar-Reviews-E224811.htm', 'count': '5.4K'}","{'url': '/Salary/Kantar-Salaries-E224811.htm', 'count': '1.7K'}","{'url': '/Jobs/Kantar-Jobs-E224811.htm', 'count': '175'}",Saarland,1001 to 5000 Employees,Research & Development,"Kantar is a data and evidence-based agency providing insights and actionable recommendations to clients, worldwide.

We have a complete, unique and rounded understanding of people around the world: how they think, feel and act, globally and locally in over 90 markets.

We don’t just help clients understand what’s happened, we tell them why and how they can help shape the future."
226,Moehwald,4.1,"{'url': '/Reviews/Moehwald-Reviews-E3189889.htm', 'count': '2'}","{'url': '/Salary/Moehwald-Salaries-E3189889.htm', 'count': '--'}","{'url': '/Jobs/Moehwald-Jobs-E3189889.htm', 'count': '1'}",Saarland,Unknown,N/A,
227,Dillinger Hütte,3.9,"{'url': '/Reviews/Dillinger-H%C3%BCtte-Reviews-E934593.htm', 'count': '31'}","{'url': '/Salary/Dillinger-H%C3%BCtte-Salaries-E934593.htm', 'count': '3'}","{'url': '/Jobs/Dillinger-H%C3%BCtte-Jobs-E934593.htm', 'count': '--'}",Saarland,5001 to 10000 Employees,Metal & Mineral Manufacturing,"Dillinger, Europe's leading heavy plate producer, is committed to achieving top-class performance in steel together with its customers.
On the solid foundation of our employees' skills and commitment, we continue to increase our strong performance on each site, in order to manufacture top-quality products in an economic way, while maintaining the necessary balance with our environment and safety.


Founded in 1685, Dillinger Hütte is Germany's oldest joint stock corporation, and can look back on one of the longest and proudest company traditions in all of Europe.

Now, at the dawn of the twenty-first century, steel plate from Dillingen is in use in innumerable projects around the globe. Whether in gigantic steel bridges or skyscrapers, in offshore projects or in oil and gas pipelines that cross continents, our steels meet the most varied and demanding specifications, even under the toughest installation and service conditions.

"
228,Geschwister Bur,2.0,"{'url': '/Reviews/Geschwister-Bur-Reviews-E2962527.htm', 'count': '1'}","{'url': '/Salary/Geschwister-Bur-Salaries-E2962527.htm', 'count': '--'}","{'url': '/Jobs/Geschwister-Bur-Jobs-E2962527.htm', 'count': '--'}",Saarland,Unknown,N/A,
229,DEKRA,3.2,"{'url': '/Reviews/DEKRA-Reviews-E371086.htm', 'count': '635'}","{'url': '/Salary/DEKRA-Salaries-E371086.htm', 'count': '106'}","{'url': '/Jobs/DEKRA-Jobs-E371086.htm', 'count': '3.1K'}",Saarland,10000+ Employees,Business Consulting,"DEKRA has been active in the field of safety for 90 years. Founded in 1925 in Berlin as Deutscher Kraftfahrzeug-Überwachungs-Verein e.V., it is today one of the world’s leading expert organizations. DEKRA SE is a subsidiary of DEKRA e.V. and manages the Group’s operating business. DEKRA generated sales of around €2.5 billion in 2014. The company currently employs around 35,000 people in more than 50 countries on all five continents. With qualified and independent expert services, they work for safety on the road, at work and at home. These services range from vehicle inspection and expert appraisals to claims services, industrial and building inspections, safety consultancy, testing and certification of products and systems, as well as training courses and temporary work. 
The vision for the company’s 100th birthday in 2025 is that DEKRA will be the global partner for a safe world. "
230,SAP,4.4,"{'url': '/Reviews/SAP-Reviews-E10471.htm', 'count': '27.9K'}","{'url': '/Salary/SAP-Salaries-E10471.htm', 'count': '12K'}","{'url': '/Jobs/SAP-Jobs-E10471.htm', 'count': '1.9K'}",Saarland,10000+ Employees,Enterprise Software & Network Solutions,"As market leader in enterprise application software, SAP helps companies of all sizes and industries run better. 

From back office to boardroom, warehouse to storefront, desktop to mobile device – SAP empowers people and organizations to work together more efficiently and use business insight more effectively to stay ahead of the competition. SAP helps simplify technology for companies of all sizes so they can consume our software the way they want – and without disruption. With an extensive global network of customers, partners, employees, and thought leaders around the world, SAP helps the world run better and improve people’s lives. 

For more information, visit https://jobs.sap.com"
231,Treofan Group,3.0,"{'url': '/Reviews/Treofan-Group-Reviews-E930661.htm', 'count': '6'}","{'url': '/Salary/Treofan-Group-Salaries-E930661.htm', 'count': '2'}","{'url': '/Jobs/Treofan-Group-Jobs-E930661.htm', 'count': '--'}",Saarland,1001 to 5000 Employees,Consumer Product Manufacturing,"Treofan is a global leader in biaxially oriented polypropylene (BOPP) films distributed under the brand names Treofan® and TreoPore®. Treofan offers the most comprehensive product portfolio in the industry, including solutions for the packaging and tobacco industries, labels, and technical films for electronic applications such as batteries and capacitors. The Group employs around 1,100 people, operates four production sites in Germany, Italy, and Mexico, and sells its products in more than 90 markets worldwide.
 "
232,Mercedes-Benz Mobility,4.1,"{'url': '/Reviews/Mercedes-Benz-Mobility-Reviews-E38563.htm', 'count': '282'}","{'url': '/Salary/Mercedes-Benz-Mobility-Salaries-E38563.htm', 'count': '9'}","{'url': '/Jobs/Mercedes-Benz-Mobility-Jobs-E38563.htm', 'count': '27'}",Saarland,5001 to 10000 Employees,N/A,"With around 10,000 employees, Mercedes-Benz Mobility AG specializes in financial and mobility services. The products range from financing, leasing, vehicle subscriptions, rental and fleet management to digital services for charging and payments, as well as insurance and innovative mobility services. 

Mercedes-Benz Mobility is a division of Mercedes-Benz Group AG, which also includes the vehicle manufacturer Mercedes-Benz AG, one of the largest suppliers of premium and luxury passenger cars and vans. Mercedes-Benz Group AG is one of the most successful automotive companies in the world. As a financial services provider, Mercedes-Benz Mobility supports sales of the Mercedes-Benz Group's automotive brands worldwide. 

In Germany, Mercedes-Benz Bank AG, as part of Mercedes-Benz Mobility AG is one of the leading vehicle financing banks and offers around one million customers financial flexibility. Flexible mobility offers such as Mercedes-Benz Rent or EQ subscription, enable an uncomplicated and flexible entry into e-mobility, complementing the service portfolio. 

With its subsidiary Athlon, Mercedes-Benz Mobility is present in Europe in operational fleet management and vehicle leasing and is responsible for around 400,000 vehicles. In addition, Mercedes-Benz Mobility investments in the market for urban mobility services: The joint ventures FREE NOW, REACH NOW, SHARE NOW and CHARGE NOW combine solutions for ride-hailing and multi-modal mobility, car sharing and electric vehicle charging. At the same time, the portfolio also includes StarRides – a limousine transport service joint venture in China – and the participation in the Berlin chauffeur service Blacklane. "
233,HÖRMANN Automotive,3.8,"{'url': '/Reviews/H%C3%96RMANN-Automotive-Reviews-E3228592.htm', 'count': '5'}","{'url': '/Salary/H%C3%96RMANN-Automotive-Salaries-E3228592.htm', 'count': '1'}","{'url': '/Jobs/H%C3%96RMANN-Automotive-Jobs-E3228592.htm', 'count': '4'}",Saarland,Unknown,N/A,
234,ABG,4.0,"{'url': '/Reviews/ABG-Reviews-E32068.htm', 'count': '49'}","{'url': '/Salary/ABG-Salaries-E32068.htm', 'count': '35'}","{'url': '/Jobs/ABG-Jobs-E32068.htm', 'count': '--'}",Saarland,51 to 200 Employees,Business Consulting,"Agri Business Group (ABG) provides consulting and training services to clients in the agriculture and food industries. The company offers consulting on issues such as brand development, marketing, and mergers and acquisitions. Its training division develops customized on-site courses and distance learning programs, primarily on sales and marketing topics. Additionally, ABG performs market research and provides information technology services related to its training offerings. The company maintains offices in the US and India. ABG is a unit of training services provider Adayana."
235,Bundeswehr,3.9,"{'url': '/Reviews/Bundeswehr-Reviews-E473245.htm', 'count': '684'}","{'url': '/Salary/Bundeswehr-Salaries-E473245.htm', 'count': '13'}","{'url': '/Jobs/Bundeswehr-Jobs-E473245.htm', 'count': '1.2K'}",Saarland,Unknown,National Agencies,
236,DSD Steel Group,3.8,"{'url': '/Reviews/DSD-Steel-Group-Reviews-E930586.htm', 'count': '20'}","{'url': '/Salary/DSD-Steel-Group-Salaries-E930586.htm', 'count': '11'}","{'url': '/Jobs/DSD-Steel-Group-Jobs-E930586.htm', 'count': '--'}",Saarland,1001 to 5000 Employees,Metal & Mineral Manufacturing,
237,COMECO,3.3,"{'url': '/Reviews/COMECO-Reviews-E2905984.htm', 'count': '8'}","{'url': '/Salary/COMECO-Salaries-E2905984.htm', 'count': '--'}","{'url': '/Jobs/COMECO-Jobs-E2905984.htm', 'count': '14'}",Saarland,Unknown,N/A,
238,MEDTRON,5.0,"{'url': '/Reviews/MEDTRON-Reviews-E6085805.htm', 'count': '1'}","{'url': '/Salary/MEDTRON-Salaries-E6085805.htm', 'count': '3'}","{'url': '/Jobs/MEDTRON-Jobs-E6085805.htm', 'count': '4'}",Saarland,51 to 200 Employees,N/A,
239,Helmholtz Gemeinschaft,4.5,"{'url': '/Reviews/Helmholtz-Gemeinschaft-Reviews-E934510.htm', 'count': '2'}","{'url': '/Salary/Helmholtz-Gemeinschaft-Salaries-E934510.htm', 'count': '--'}","{'url': '/Jobs/Helmholtz-Gemeinschaft-Jobs-E934510.htm', 'count': '--'}",Saarland,10000+ Employees,Research & Development,"The Helmholtz Association is Germany's largest scientific research organisation. A total of 36,000 staff work in its 18 scientific-technical and biological-medical research centres. The Association's annual budget amounts to more than €3.8 billion. The Federal and Länder authorities share around 70% of the total budget in a ratio of 90:10. The remaining 30% of the budget is acquired by the Helmholtz Centres in the form of contract funding. 


"
240,Max Planck Institute,4.2,"{'url': '/Reviews/Max-Planck-Institute-Reviews-E484178.htm', 'count': '243'}","{'url': '/Salary/Max-Planck-Institute-Salaries-E484178.htm', 'count': '9'}","{'url': '/Jobs/Max-Planck-Institute-Jobs-E484178.htm', 'count': '--'}",Saarland,51 to 200 Employees,Energy & Utilities,"IPP in Garching und Greifswald comprises ten Scientific Divisions, each headed by a Scientific Member of Max Planck Society. IPP´s research is concentrated in seven experimental or theoretical projects. 

The research conducted at IPP is part of the European fusion programme. With its workforce of approx. 1.000 IPP is one of the largest fusion research centres in Europe."
241,Areas,3.1,"{'url': '/Reviews/Areas-Reviews-E370346.htm', 'count': '195'}","{'url': '/Salary/Areas-Salaries-E370346.htm', 'count': '124'}","{'url': '/Jobs/Areas-Jobs-E370346.htm', 'count': '677'}",Saarland,10000+ Employees,Hotels & Resorts,"Areas in the United States is a leading provider of food, beverage and retail services in the U.S. travel hospitality industry. Areas provides a fresh and exciting experience that exceeds the Guest’s expectations through its extraordinary level of service, high quality products, outstanding service, successful national brands portfolio and a unique brand selection that embraces local culture and way of life. In 2006, Areas was awarded its first U.S. airport location at the Miami International Airport. Since then, airports around the country have recognized Areas USA’s novel concepts, innovative brands and friendly approach of doing business; all of which have been a catalyst to the fantastic expansion enjoyed by Areas in the U.S."
